seed_id,canonical_name_ko,canonical_name_en,institution_group_key,campus_name,slug,slug_status,institution_type,legal_category,province,city_district,address,grade_range_raw,offers_kindergarten,offers_elementary,offers_middle,offers_high,teaching_language_raw,teaching_language_normalized,official_website_url_raw,official_website_url_normalized,canonical_domain,registry_name,registry_external_id,registry_record_id_status,registry_record_url,registry_locator,operating_status,identity_verification_status,verified_at,url_http_status,url_last_checked_at,crawl_status,source_binding_status,publication_status,monitoring_priority,monitoring_cadence,notes
schoolinfo:a1cf72d2-76ab-4aac-a16c-0e9c9fd912b5,심석초등학교,,,,simseok-e,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,경기도,남양주시,경기도 남양주시 화도읍 마석로76번길 10,초등학교(1–6),False,True,False,False,,,https://simseok-e.goegn.kr/simseok-e/main.do,https://simseok-e.goegn.kr/simseok-e/main.do,simseok-e.goegn.kr,SCHOOLINFO,a1cf72d2-76ab-4aac-a16c-0e9c9fd912b5,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=a1cf72d2-76ab-4aac-a16c-0e9c9fd912b5,심석초등학교 | 경기도 남양주시 화도읍 마석로76번길 10,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:e00428f1-d7a0-42ca-8729-354954c39bf7,소화초등학교,,,,sohwa-e,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,경기도,수원시 영통구,경기도 수원시 영통구 광교중앙로 30,초등학교(1–6),False,True,False,False,,,http://sohwa-e.goesw.kr,http://sohwa-e.goesw.kr,sohwa-e.goesw.kr,SCHOOLINFO,e00428f1-d7a0-42ca-8729-354954c39bf7,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=e00428f1-d7a0-42ca-8729-354954c39bf7,소화초등학교 | 경기도 수원시 영통구 광교중앙로 30,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:324e6d3c-8101-4a06-bbca-457b7de5aab2,중앙기독초등학교,,,,suwoncca,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,경기도,수원시 영통구,경기도 수원시 영통구 월드컵로 70,초등학교(1–6),False,True,False,False,,,www.suwoncca.org,http://www.suwoncca.org,suwoncca.org,SCHOOLINFO,324e6d3c-8101-4a06-bbca-457b7de5aab2,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=324e6d3c-8101-4a06-bbca-457b7de5aab2,중앙기독초등학교 | 경기도 수원시 영통구 월드컵로 70,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:552149de-4c96-4160-a462-52fd4e970818,영훈초등학교,,,,younghoon,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,강북구,서울특별시 강북구 도봉로13가길 19,초등학교(1–6),False,True,False,False,,,http://www.younghoon.es.kr,http://www.younghoon.es.kr,younghoon.es.kr,SCHOOLINFO,552149de-4c96-4160-a462-52fd4e970818,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=552149de-4c96-4160-a462-52fd4e970818,영훈초등학교 | 서울특별시 강북구 도봉로13가길 19,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo-pending:yooseok.sen.es.kr,유석초등학교,,,,yooseok,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,강서구,서울특별시 강서구 화곡로69길 9,초등학교(1–6),False,True,False,False,,,http://yooseok.sen.es.kr,http://yooseok.sen.es.kr,yooseok.sen.es.kr,SCHOOLINFO,,PENDING,https://www.schoolinfo.go.kr/,유석초등학교 | 서울특별시 강서구 화곡로69길 9,ACTIVE,VERIFIED_REGISTRY_LIST_RECORD_ID_PENDING,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,SchoolInfo deep-link UUID must be reconciled before production import.
schoolinfo:cbc4749a-ebaa-4e21-a164-ee341251c615,경복초등학교,,,,kbes,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,광진구,서울특별시 광진구 천호대로130길 58,초등학교(1–6),False,True,False,False,,,http://www.kbes.kr,http://www.kbes.kr,kbes.kr,SCHOOLINFO,cbc4749a-ebaa-4e21-a164-ee341251c615,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=cbc4749a-ebaa-4e21-a164-ee341251c615,경복초등학교 | 서울특별시 광진구 천호대로130길 58,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:55059a42-eda3-41ca-a94c-4584afd984a3,성동초등학교,,,,sungdong,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,광진구,서울특별시 광진구 자양로4길 63,초등학교(1–6),False,True,False,False,,,http://sungdong.sen.es.kr,http://sungdong.sen.es.kr,sungdong.sen.es.kr,SCHOOLINFO,55059a42-eda3-41ca-a94c-4584afd984a3,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=55059a42-eda3-41ca-a94c-4584afd984a3,성동초등학교 | 서울특별시 광진구 자양로4길 63,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:c5e26642-adec-46b4-9b98-924367f25492,세종초등학교,,,,sejong,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,광진구,서울특별시 광진구 군자로 114,초등학교(1–6),False,True,False,False,,,http://sejong.sen.es.kr,http://sejong.sen.es.kr,sejong.sen.es.kr,SCHOOLINFO,c5e26642-adec-46b4-9b98-924367f25492,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=c5e26642-adec-46b4-9b98-924367f25492,세종초등학교 | 서울특별시 광진구 군자로 114,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:ba1b119d-b51a-41f3-8ad8-3c1571a27b9d,동광초등학교,,,,donggwang,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,금천구,서울특별시 금천구 탑골로10길 45,초등학교(1–6),False,True,False,False,,,http://donggwang.sen.es.kr,http://donggwang.sen.es.kr,donggwang.sen.es.kr,SCHOOLINFO,ba1b119d-b51a-41f3-8ad8-3c1571a27b9d,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=ba1b119d-b51a-41f3-8ad8-3c1571a27b9d,동광초등학교 | 서울특별시 금천구 탑골로10길 45,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo-pending:smcho.sen.es.kr,상명초등학교,,,,smcho,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,노원구,서울특별시 노원구 덕릉로 541,초등학교(1–6),False,True,False,False,,,https://smcho.sen.es.kr/,https://smcho.sen.es.kr,smcho.sen.es.kr,SCHOOLINFO,,PENDING,https://www.schoolinfo.go.kr/,상명초등학교 | 서울특별시 노원구 덕릉로 541,ACTIVE,VERIFIED_REGISTRY_LIST_RECORD_ID_PENDING,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,SchoolInfo deep-link UUID must be reconciled before production import.
schoolinfo-pending:cheongwon.sen.es.kr,청원초등학교,,,,cheongwon,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,노원구,서울특별시 노원구 한글비석로 506,초등학교(1–6),False,True,False,False,,,http://cheongwon.sen.es.kr,http://cheongwon.sen.es.kr,cheongwon.sen.es.kr,SCHOOLINFO,,PENDING,https://www.schoolinfo.go.kr/,청원초등학교 | 서울특별시 노원구 한글비석로 506,ACTIVE,VERIFIED_REGISTRY_LIST_RECORD_ID_PENDING,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,SchoolInfo deep-link UUID must be reconciled before production import.
schoolinfo:3ddc670c-04bb-44e8-9966-791af18eb7a6,태강삼육초등학교,,,,taegang,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,노원구,서울특별시 노원구 화랑로 815,초등학교(1–6),False,True,False,False,,,http://taegang.sen.es.kr,http://taegang.sen.es.kr,taegang.sen.es.kr,SCHOOLINFO,3ddc670c-04bb-44e8-9966-791af18eb7a6,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=3ddc670c-04bb-44e8-9966-791af18eb7a6,태강삼육초등학교 | 서울특별시 노원구 화랑로 815,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:669c6e89-38a3-4547-92f8-afb31abb9d7f,화랑초등학교,,,,hwarang-s,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,노원구,서울특별시 노원구 화랑로 621,초등학교(1–6),False,True,False,False,,,http://hwarang-s.sen.es.kr,http://hwarang-s.sen.es.kr,hwarang-s.sen.es.kr,SCHOOLINFO,669c6e89-38a3-4547-92f8-afb31abb9d7f,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=669c6e89-38a3-4547-92f8-afb31abb9d7f,화랑초등학교 | 서울특별시 노원구 화랑로 621,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:d8ff5bf9-fd69-4436-8c39-587460a90fcf,동북초등학교,,,,dongbuk,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,도봉구,서울특별시 도봉구 시루봉로 53,초등학교(1–6),False,True,False,False,,,http://dongbuk.sen.es.kr,http://dongbuk.sen.es.kr,dongbuk.sen.es.kr,SCHOOLINFO,d8ff5bf9-fd69-4436-8c39-587460a90fcf,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=d8ff5bf9-fd69-4436-8c39-587460a90fcf,동북초등학교 | 서울특별시 도봉구 시루봉로 53,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:d1221895-1e27-466c-95db-fab495887712,한신초등학교,,,,ihansin,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,도봉구,서울특별시 도봉구 노해로49길 69,초등학교(1–6),False,True,False,False,,,https://ihansin.sen.es.kr,https://ihansin.sen.es.kr,ihansin.sen.es.kr,SCHOOLINFO,d1221895-1e27-466c-95db-fab495887712,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=d1221895-1e27-466c-95db-fab495887712,한신초등학교 | 서울특별시 도봉구 노해로49길 69,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:30b5c818-362d-4eac-8b41-cfbe9ccd4800,경희초등학교,,,,kyunghee,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,동대문구,서울특별시 동대문구 경희대로 26,초등학교(1–6),False,True,False,False,,,http://kyunghee.sen.es.kr,http://kyunghee.sen.es.kr,kyunghee.sen.es.kr,SCHOOLINFO,30b5c818-362d-4eac-8b41-cfbe9ccd4800,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=30b5c818-362d-4eac-8b41-cfbe9ccd4800,경희초등학교 | 서울특별시 동대문구 경희대로 26,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:d535233a-f7e2-4b98-98ca-223d916c0ac4,서울삼육초등학교,,,,seoul36,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,동대문구,서울특별시 동대문구 회기로10길 63,초등학교(1–6),False,True,False,False,,,http://seoul36.sen.es.kr,http://seoul36.sen.es.kr,seoul36.sen.es.kr,SCHOOLINFO,d535233a-f7e2-4b98-98ca-223d916c0ac4,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=d535233a-f7e2-4b98-98ca-223d916c0ac4,서울삼육초등학교 | 서울특별시 동대문구 회기로10길 63,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:81f0cde5-7867-4302-94bd-363bd90cbc44,은석초등학교,,,,eunseok,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 205,초등학교(1–6),False,True,False,False,,,http://eunseok.sen.es.kr/index.do,http://eunseok.sen.es.kr/index.do,eunseok.sen.es.kr,SCHOOLINFO,81f0cde5-7867-4302-94bd-363bd90cbc44,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=81f0cde5-7867-4302-94bd-363bd90cbc44,은석초등학교 | 서울특별시 동대문구 장안벚꽃로 205,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo-pending:cau.sen.es.kr,중앙대학교사범대학부속초등학교,,,,cau,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,동작구,서울특별시 동작구 서달로 135,초등학교(1–6),False,True,False,False,,,https://cau.sen.es.kr,https://cau.sen.es.kr,cau.sen.es.kr,SCHOOLINFO,,PENDING,https://www.schoolinfo.go.kr/,중앙대학교사범대학부속초등학교 | 서울특별시 동작구 서달로 135,ACTIVE,VERIFIED_REGISTRY_LIST_RECORD_ID_PENDING,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,SchoolInfo deep-link UUID must be reconciled before production import.
schoolinfo:bbc39723-ee2a-4f27-bf7d-1eee81d9fc2a,홍익대학교사범대학부속초등학교,,,,hongik,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,마포구,서울특별시 마포구 성미산로 51,초등학교(1–6),False,True,False,False,,,http://hongik.sen.es.kr,http://hongik.sen.es.kr,hongik.sen.es.kr,SCHOOLINFO,bbc39723-ee2a-4f27-bf7d-1eee81d9fc2a,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=bbc39723-ee2a-4f27-bf7d-1eee81d9fc2a,홍익대학교사범대학부속초등학교 | 서울특별시 마포구 성미산로 51,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:f822df6f-a44d-4b0d-8ba8-b828775062d2,경기초등학교,,,,kyonggi,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,서대문구,서울특별시 서대문구 경기대로9길 10,초등학교(1–6),False,True,False,False,,,http://kyonggi.sen.es.kr,http://kyonggi.sen.es.kr,kyonggi.sen.es.kr,SCHOOLINFO,f822df6f-a44d-4b0d-8ba8-b828775062d2,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=f822df6f-a44d-4b0d-8ba8-b828775062d2,경기초등학교 | 서울특별시 서대문구 경기대로9길 10,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:be2cca1a-1706-4546-917d-acfc5a8df2e0,명지초등학교,,,,myongji,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,서대문구,서울특별시 서대문구 명지2길 32-20,초등학교(1–6),False,True,False,False,,,http://www.myongji.net,http://www.myongji.net,myongji.net,SCHOOLINFO,be2cca1a-1706-4546-917d-acfc5a8df2e0,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=be2cca1a-1706-4546-917d-acfc5a8df2e0,명지초등학교 | 서울특별시 서대문구 명지2길 32-20,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:ef0648a7-a4eb-4863-a5a3-8343cbae9371,이화여자대학교사범대학부속초등학교,,,,ewha,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,서대문구,서울특별시 서대문구 성산로 512-39,초등학교(1–6),False,True,False,False,,,http://ewha.sen.es.kr,http://ewha.sen.es.kr,ewha.sen.es.kr,SCHOOLINFO,ef0648a7-a4eb-4863-a5a3-8343cbae9371,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=ef0648a7-a4eb-4863-a5a3-8343cbae9371,이화여자대학교사범대학부속초등학교 | 서울특별시 서대문구 성산로 512-39,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:940f3bac-a31e-4007-b00e-2a8941d8c9d2,추계초등학교,,,,chugye,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,서대문구,서울특별시 서대문구 북아현로11가길 7,초등학교(1–6),False,True,False,False,,,http://chugye.sen.es.kr,http://chugye.sen.es.kr,chugye.sen.es.kr,SCHOOLINFO,940f3bac-a31e-4007-b00e-2a8941d8c9d2,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=940f3bac-a31e-4007-b00e-2a8941d8c9d2,추계초등학교 | 서울특별시 서대문구 북아현로11가길 7,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:c2f9d7a4-71ba-46b8-8f8e-e59c7659af70,계성초등학교,,,,gyeseong1882,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,서초구,서울특별시 서초구 신반포로19길 23,초등학교(1–6),False,True,False,False,,,http://www.gyeseong1882.es.kr,http://www.gyeseong1882.es.kr,gyeseong1882.es.kr,SCHOOLINFO,c2f9d7a4-71ba-46b8-8f8e-e59c7659af70,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=c2f9d7a4-71ba-46b8-8f8e-e59c7659af70,계성초등학교 | 서울특별시 서초구 신반포로19길 23,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:8bc3c248-5e5a-4278-a149-737222501934,한양초등학교,,,,hye,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,성동구,서울특별시 성동구 살곶이길 208,초등학교(1–6),False,True,False,False,,,http://www.hye.or.kr,http://www.hye.or.kr,hye.or.kr,SCHOOLINFO,8bc3c248-5e5a-4278-a149-737222501934,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=8bc3c248-5e5a-4278-a149-737222501934,한양초등학교 | 서울특별시 성동구 살곶이길 208,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:65f954be-36fd-4012-87c3-4051b07a4012,광운초등학교,,,,kwangwoon,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,성북구,서울특별시 성북구 한천로 694,초등학교(1–6),False,True,False,False,,,http://kwangwoon.sen.es.kr,http://kwangwoon.sen.es.kr,kwangwoon.sen.es.kr,SCHOOLINFO,65f954be-36fd-4012-87c3-4051b07a4012,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=65f954be-36fd-4012-87c3-4051b07a4012,광운초등학교 | 서울특별시 성북구 한천로 694,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
schoolinfo:778effb5-d9b1-4fac-9c3a-67e3908ee13e,대광초등학교,,,,daegwang,PROVISIONAL,PRIVATE_ELEMENTARY,PRIVATE_ELEMENTARY_SCHOOL,서울특별시,성북구,서울특별시 성북구 안암로 5,초등학교(1–6),False,True,False,False,,,http://daegwang.sen.es.kr,http://daegwang.sen.es.kr,daegwang.sen.es.kr,SCHOOLINFO,778effb5-d9b1-4fac-9c3a-67e3908ee13e,RESOLVED,https://www.schoolinfo.go.kr/ei/ss/Pneiss_b01_s0.do?SHL_IDF_CD=778effb5-d9b1-4fac-9c3a-67e3908ee13e,대광초등학교 | 서울특별시 성북구 안암로 5,ACTIVE,VERIFIED_OFFICIAL_REGISTRY,2026-08-27,NOT_CHECKED,,NOT_STARTED,SEEDED,INTERNAL_ONLY,P1,SEASONAL_WEEKLY,
